,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,item,condition,sentence,target,alternative,lstmccgjoint 0 correct (max),lstmccgjoint 0 correct (sample),lstmccgjoint 0 target score,lstmccgjoint 0 alternative score,lstmccgjoint 1 correct (max),lstmccgjoint 1 correct (sample),lstmccgjoint 1 target score,lstmccgjoint 1 alternative score,lstmccgjoint 2 correct (max),lstmccgjoint 2 correct (sample),lstmccgjoint 2 target score,lstmccgjoint 2 alternative score,lstmccgjoint 3 correct (max),lstmccgjoint 3 correct (sample),lstmccgjoint 3 target score,lstmccgjoint 3 alternative score,lstmccgjoint 4 correct (max),lstmccgjoint 4 correct (sample),lstmccgjoint 4 target score,lstmccgjoint 4 alternative score,lstmccglm 0 correct (max),lstmccglm 0 correct (sample),lstmccglm 0 target score,lstmccglm 0 alternative score,lstmccglm 1 correct (max),lstmccglm 1 correct (sample),lstmccglm 1 target score,lstmccglm 1 alternative score,lstmccglm 2 correct (max),lstmccglm 2 correct (sample),lstmccglm 2 target score,lstmccglm 2 alternative score,lstmccglm 3 correct (max),lstmccglm 3 correct (sample),lstmccglm 3 target score,lstmccglm 3 alternative score,lstmccglm 4 correct (max),lstmccglm 4 correct (sample),lstmccglm 4 target score,lstmccglm 4 alternative score
39,39,39,39,Franck_4_PPP,PPP,The computers with the programs for the experiments,are,is,100,68.98131346736015,-5.013329029083252,-5.812574863433838,100,85.44044691047925,-3.709866523742676,-5.479438781738281,100,86.80557894820274,-2.8191161155700684,-4.702992916107178,100,82.7969945520241,-4.781257629394531,-6.352565288543701,100,75.5940412318889,-3.79863953590393,-4.929189682006836,100,96.13011971338311,-3.8277764320373535,-7.040255546569824,100,89.21145482582558,-4.593648433685303,-6.706172943115234,100,79.56571697353786,-3.9596986770629883,-5.31906795501709,100,88.00547539843437,-3.8310396671295166,-5.823988437652588,100,83.7813983635987,-4.137909412384033,-5.779961585998535
40,40,40,40,Franck_5_SSS,SSS,The contract for the actor in the film,is,are,100,93.93297809110656,-4.008779048919678,-6.74849271774292,100,88.08499363154559,-5.626278877258301,-7.626782417297363,100,95.80431103089228,-3.645632743835449,-6.773882865905762,100,97.0564679535907,-5.600851058959961,-9.09653377532959,100,95.73320414124714,-5.21294641494751,-8.323648452758789,100,92.5660223274102,-4.838774681091309,-7.360635757446289,100,90.52510760086597,-4.736835956573486,-6.9938178062438965,100,95.212575558029,-5.770823001861572,-8.760942459106445,100,88.82459516355007,-3.6345274448394775,-5.707475662231445,100,96.88304189763507,-4.330950736999512,-7.767597675323486
41,41,41,41,Franck_5_SSP,SSP,The contract for the actor in the films,is,are,100,66.73934996583155,-4.576646327972412,-5.27306604385376,0,42.99514642709023,-5.3285112380981445,-5.046462059020996,0,37.10834890495083,-3.877650499343872,-3.35007905960083,0,25.10500264781321,-6.542165279388428,-5.449145317077637,100,66.92667831947787,-5.919613361358643,-6.624484062194824,0,48.5497728770837,-5.466434001922607,-5.4084086418151855,100,50.65039303879196,-5.349100112915039,-5.375117301940918,100,56.762253269918276,-5.834305763244629,-6.106463432312012,100,69.46547579311589,-3.9109811782836914,-4.732953071594238,0,47.79429632310691,-5.151479244232178,-5.0631937980651855
42,42,42,42,Franck_5_SPS,SPS,The contract for the actors in the film,is,are,100,68.59925964717007,-4.564879417419434,-5.346329689025879,100,60.10186665953828,-4.941681861877441,-5.351393222808838,100,80.64251210532157,-4.814740180969238,-6.241686820983887,100,77.06926461672938,-4.916157245635986,-6.128383636474609,100,66.6190613878871,-4.810161113739014,-5.501166820526123,100,66.86321364284737,-5.681113243103027,-6.383118152618408,100,73.82074704341997,-3.5690646171569824,-4.605737209320068,100,79.95481107826427,-6.023537635803223,-7.407010078430176,100,69.45137481569104,-4.774228572845459,-5.595535755157471,100,84.38814080253995,-5.654150009155273,-7.341546058654785
43,43,43,43,Franck_5_SPP,SPP,The contract for the actors in the films,is,are,0,16.771062608931295,-5.4571309089660645,-3.855190753936768,0,22.65691511723297,-4.893844604492188,-3.6660585403442383,0,17.521647766014677,-4.290476799011231,-2.74137806892395,0,11.783086770571868,-5.821880340576172,-3.808746814727783,0,23.91488655717975,-5.876803398132324,-4.719451904296875,0,17.10021041329265,-5.868315696716309,-4.289773941040039,0,48.240530101118836,-4.1345367431640625,-4.064128875732422,0,34.56201563075314,-6.094945907592773,-5.456598281860352,0,42.40737501003344,-4.499986171722412,-4.19391393661499,0,19.331180916571206,-5.885671138763428,-4.457038402557373
44,44,44,44,Franck_5_PSS,PSS,The contracts for the actor in the film,are,is,0,19.723977041485217,-5.654969215393066,-4.251333236694336,0,17.77059092875937,-7.103355407714844,-5.57138729095459,0,9.417161973884763,-6.128811836242676,-3.8650808334350586,0,4.609378652969312,-8.444308280944824,-5.414421081542969,0,8.645730793907905,-7.312203884124756,-4.954524517059326,0,11.174143466794673,-5.852992057800293,-3.779916763305664,0,20.216324672243424,-5.255154609680176,-3.882326126098633,0,5.778691449772807,-7.3155341148376465,-4.524065017700195,0,10.680726517621164,-5.49978494644165,-3.3760085105895996,0,12.980206760857238,-6.023369312286377,-4.120659351348877
45,45,45,45,Franck_5_PSP,PSP,The contracts for the actor in the films,are,is,100,54.351475216750536,-4.379467964172363,-4.55396842956543,100,51.214098647882025,-4.969419956207275,-5.017993450164795,100,75.07935429307408,-2.888105869293213,-3.990954875946045,100,81.3158365928637,-4.955777645111084,-6.4264421463012695,0,49.20780136056229,-5.88563346862793,-5.85394287109375,100,58.469780358840154,-4.058097839355469,-4.400186538696289,100,64.90911159726625,-4.206212043762207,-4.821258544921875,100,50.07345671137256,-4.7678542137146,-4.770792484283447,0,37.442048464195935,-4.3434977531433105,-3.8301987648010254,100,79.01940647133485,-3.5991196632385254,-4.925215244293213
46,46,46,46,Franck_5_PPS,PPS,The contracts for the actors in the film,are,is,0,49.13431712909063,-4.50047779083252,-4.465847015380859,100,54.42079428307173,-5.00140380859375,-5.178698539733887,0,41.89018805759814,-5.169910430908203,-4.84262752532959,100,50.637544409111456,-4.80648946762085,-4.8319926261901855,100,51.470975660124864,-4.5924177169799805,-4.651273727416992,100,53.486165147431166,-4.571282863616943,-4.71095609664917,100,53.8589353476368,-3.0337655544281006,-3.1884305477142334,0,34.56240387293473,-5.283187389373779,-4.644856929779053,0,46.7638020314632,-4.782666206359863,-4.653037071228027,0,31.083205915013046,-5.784989833831787,-4.988757610321045
47,47,47,47,Franck_5_PPP,PPP,The contracts for the actors in the films,are,is,100,90.52747130306128,-3.195495128631592,-5.452752590179443,100,84.2679026244809,-3.108774185180664,-4.78707218170166,100,94.00628052025644,-1.9545530080795288,-4.707202434539795,100,94.2953283290858,-2.8063888549804688,-5.61153507232666,100,85.78534846202504,-4.144889831542969,-5.942464828491211,100,90.02741982524991,-2.8971590995788574,-5.097434043884277,100,68.6796082475019,-2.8068861961364746,-3.592069149017334,100,69.40212432390554,-4.089014053344727,-4.908000946044922,100,71.6843888261273,-3.4976582527160645,-4.426517963409424,100,91.35392271158547,-3.2584409713745117,-5.616076469421387
48,48,48,48,Franck_6_SSS,SSS,The dog on the path around the lake,is,are,100,97.4699197684678,-4.5742902755737305,-8.22558307647705,100,66.48213105051248,-5.858437538146973,-6.543292045593262,100,93.37891116910204,-6.463822841644287,-9.110228538513184,100,88.8065223899206,-6.396157264709473,-8.467286109924316,100,80.8548568431892,-5.678204536437988,-7.118811130523682,100,87.53460293236299,-5.8630290031433105,-7.812106609344482,100,70.49393145106131,-6.277270317077637,-7.148200988769531,100,81.10153474997911,-6.031289577484131,-7.487910747528076,100,90.52844443873275,-6.573769569396973,-8.831140518188477,100,90.73479847721842,-4.903075695037842,-7.184751033782959
49,49,49,49,Franck_6_SSP,SSP,The dog on the path around the lakes,is,are,100,86.66218256185762,-4.808470726013184,-6.679884910583496,100,55.53130094296036,-6.007611274719238,-6.229772567749023,100,83.19844469834162,-5.780402183532715,-7.380159378051758,100,78.59928263512859,-6.009076118469238,-7.310014247894287,100,73.94828716291433,-6.498871803283691,-7.542154312133789,100,74.86230331499083,-6.618386268615723,-7.709668159484863,100,72.50554868931393,-6.941572189331055,-7.911251068115234,100,70.20806388968887,-6.031372547149658,-6.8885979652404785,100,57.50904300767322,-7.577275276184082,-7.8799262046813965,100,78.26159988077441,-5.1626434326171875,-6.443620204925537
50,50,50,50,Franck_6_SPS,SPS,The dog on the paths around the lake,is,are,100,95.14860389567744,-4.988030433654785,-7.964203834533691,100,58.016738946044576,-5.975347518920898,-6.298808097839356,100,94.28896117620376,-6.071215152740479,-8.875178337097168,100,86.93771633257559,-6.664852142333984,-8.560315132141113,100,85.06673509905366,-5.5558600425720215,-7.2957048416137695,100,84.2016224496341,-5.5027852058410645,-7.176092147827148,100,81.51948499537941,-6.065306186676025,-7.549431324005127,100,84.21264367050685,-5.955790996551514,-7.629926681518555,100,91.51531410460687,-5.631655693054199,-8.009899139404297,100,82.14822103164249,-6.284307956695557,-7.81072998046875
51,51,51,51,Franck_6_SPP,SPP,The dog on the paths around the lakes,is,are,100,79.26910308222752,-5.065948486328125,-6.407171726226807,100,65.03646979090146,-5.897509574890137,-6.518152236938477,100,84.45905361009264,-5.676461696624756,-7.369250297546387,100,77.87879271183917,-6.213326930999756,-7.4719438552856445,100,81.96263136540487,-6.242761611938477,-7.756579399108887,100,62.9916126687344,-6.958693504333496,-7.490550518035889,100,77.14620426467413,-6.890584945678711,-8.107170104980469,100,69.58083684490481,-6.153250694274902,-6.9806671142578125,100,60.31208204440631,-6.6918158531188965,-7.110301494598389,100,70.21163434712271,-6.0482940673828125,-6.9056901931762695
52,52,52,52,Franck_6_PSS,PSS,The dogs on the path around the lake,are,is,0,2.8244260515491764,-8.20389175415039,-4.665677547454834,0,36.205546310420175,-6.580733776092529,-6.014279842376709,0,7.962364153971592,-7.241660118103027,-4.794188499450684,0,15.640709537897765,-7.852603912353516,-6.167396068572998,0,14.521725740821251,-6.801189422607422,-5.028573036193848,0,13.373634407839885,-7.775239944458008,-5.906920909881592,0,41.97153088756775,-6.283443450927734,-5.959501266479492,0,12.19108359269313,-7.977392196655273,-6.002933979034424,0,6.722356260772082,-8.47003173828125,-5.839890003204346,0,7.044866328341673,-7.156437873840332,-4.576620101928711
53,53,53,53,Franck_6_PSP,PSP,The dogs on the path around the lakes,are,is,0,15.200943650516695,-6.594836711883545,-4.875909805297852,0,47.118593542426815,-6.117034912109375,-6.001650810241699,0,21.47501127611396,-5.701846122741699,-4.405319213867188,0,23.968990917100086,-6.809356212615967,-5.654975891113281,0,24.074147391309936,-6.840939521789551,-5.692320823669434,0,26.567101862596093,-7.737286567687988,-6.720588207244873,0,45.72697264138712,-6.572551727294922,-6.401212692260742,0,18.66156331460387,-7.313563346862793,-5.8414106369018555,0,29.353686910766008,-7.4703779220581055,-6.5921101570129395,0,15.146350718439717,-6.584811210632324,-4.861642837524414
54,54,54,54,Franck_6_PPS,PPS,The dogs on the paths around the lake,are,is,0,6.517131276791257,-8.045425415039062,-5.382081508636475,0,46.63819212524231,-6.114969730377197,-5.980294227600098,0,8.046211833623575,-7.950572967529297,-5.514488220214844,0,13.579851978427907,-8.240256309509277,-6.389622688293457,0,12.29820057688032,-7.0561370849609375,-5.091647624969482,0,12.974923968417906,-7.298128604888916,-5.394950866699219,0,25.50799073654056,-6.4661173820495605,-5.3944172859191895,0,10.967233901522947,-7.797833442687988,-5.703741073608398,0,6.425319231382575,-7.948796272277832,-5.270282745361328,0,13.02490082110225,-7.603000164031982,-5.7042412757873535
55,55,55,55,Franck_6_PPP,PPP,The dogs on the paths around the lakes,are,is,0,23.453571492855826,-6.583761215209961,-5.400886535644531,0,36.38625262088486,-6.4177751541137695,-5.859136581420898,0,22.65856962481055,-6.226802825927734,-4.999111175537109,0,19.58363755286217,-7.107160568237305,-5.694637298583984,0,18.422627525255137,-7.131874084472656,-5.643901824951172,0,32.85330097087243,-7.467253684997559,-6.7524261474609375,0,32.7211505133214,-6.969888210296631,-6.249063968658447,0,22.196587847343054,-7.099908828735352,-5.8456621170043945,0,34.05270548939326,-6.763237476348877,-6.102291107177734,0,18.14849511525581,-7.240869998931885,-5.734550952911377
56,56,56,56,Franck_7_SSS,SSS,The friend of the editor of the magazine,is,are,100,92.03127014766788,-4.928287029266357,-7.374890327453613,100,75.10909645164283,-6.254344463348389,-7.358783721923828,100,78.38355613805817,-6.05493688583374,-7.343096733093262,100,89.34108450578155,-5.670942783355713,-7.7970075607299805,100,93.06184331867276,-5.507815837860107,-8.104043960571289,100,71.37451279839415,-4.770195960998535,-5.683839321136475,100,91.01280459673781,-6.188949108123779,-8.504148483276367,100,90.58161768140778,-4.594428539276123,-6.858016490936279,100,89.11437042256742,-6.430295944213867,-8.5327730178833,100,86.78548969771505,-4.545286655426025,-6.42741060256958
57,57,57,57,Franck_7_SSP,SSP,The friend of the editor of the magazines,is,are,0,25.830369760434536,-5.618465423583984,-4.563661575317383,0,32.16007407751869,-6.763990879058838,-6.017565727233887,0,8.606485271781334,-6.73293399810791,-4.370275497436523,0,20.08241757286183,-7.290053367614746,-5.908902168273926,0,29.799007938784623,-6.201292514801025,-5.344405174255371,0,6.020101579635358,-5.584353446960449,-2.836376667022705,0,15.357979122693227,-7.148946762084961,-5.442151069641113,0,12.926744591228124,-5.6456217765808105,-3.7381703853607178,0,31.763406800763306,-6.780166149139404,-6.015500068664551,0,42.57155087500665,-5.458769798278809,-5.159416198730469
58,58,58,58,Franck_7_SPS,SPS,The friend of the editors of the magazine,is,are,100,66.04896001421372,-5.49665641784668,-6.16213321685791,0,32.610814884350226,-6.0108642578125,-5.28502368927002,100,51.66159457873082,-4.679465293884277,-4.745953559875488,100,53.67696476346681,-6.105202674865723,-6.252547264099121,100,82.8934683757415,-4.246636867523193,-5.824732780456543,0,41.03657823065273,-4.516205310821533,-4.153751850128174,100,89.00116759788634,-5.817425727844238,-7.908286094665527,100,78.54850739701106,-4.5966057777404785,-5.894527912139893,100,71.76371647281199,-4.70468282699585,-5.637454032897949,100,65.1166423784687,-4.813723564147949,-5.437893867492676
59,59,59,59,Franck_7_SPP,SPP,The friend of the editors of the magazines,is,are,0,10.556682154219375,-6.071104526519775,-3.934258460998535,0,18.871292787610876,-6.425533771514893,-4.967138767242432,0,3.127898698285412,-5.549921989440918,-2.116891860961914,0,11.08657943864404,-6.932220458984375,-4.850292682647705,0,12.220416166236136,-5.702767372131348,-3.731046438217163,0,2.5399238778680333,-5.634230136871338,-1.9869214296340942,0,24.140065999393805,-7.165628433227539,-6.020612716674805,0,6.884537614615059,-5.65721321105957,-3.0526509284973145,0,13.906972409822153,-5.831724643707275,-4.008686542510986,0,12.015885209996323,-6.15957498550415,-4.1686482429504395
60,60,60,60,Franck_7_PSS,PSS,The friends of the editor of the magazine,are,is,0,38.22977240147043,-4.852140426635742,-4.372333526611328,100,56.91722631427362,-5.255271434783936,-5.533746242523193,0,33.204933907834395,-6.016722679138184,-5.317791938781738,0,44.6230873660468,-5.596771240234375,-5.380859851837158,0,14.01601955794457,-6.567235469818115,-4.753275394439697,100,54.52866600218672,-4.530855178833008,-4.712499618530273,0,36.48881664178909,-5.255517959594727,-4.701307773590088,0,33.075548766728055,-4.2140583992004395,-3.5092883110046387,0,30.80618506773616,-6.066426753997803,-5.257230758666992,0,40.66548613417546,-5.169007301330566,-4.791195869445801
61,61,61,61,Franck_7_PSP,PSP,The friends of the editor of the magazines,are,is,100,91.57518413133256,-2.9746880531311035,-5.360666751861572,100,81.10108162147434,-4.704007148742676,-6.1605987548828125,100,97.28199022962872,-2.9651641845703125,-6.542878150939941,100,95.59490027865203,-3.726140737533569,-6.803497314453125,100,78.28564337150762,-4.271520137786865,-5.553910732269287,100,96.187446523555,-2.330820083618164,-5.558819770812988,100,90.9264276318158,-2.9413352012634277,-5.2460198402404785,100,95.41326720553838,-1.7497661113739014,-4.784815788269043,100,87.49436178147403,-3.8627068996429443,-5.808101654052734,100,89.69522591076941,-3.9139175415039062,-6.077727794647217
62,62,62,62,Franck_7_PPS,PPS,The friends of the editors of the magazine,are,is,100,71.16634443120428,-3.8156466484069824,-4.719123363494873,100,93.89012682596176,-2.8755173683166504,-5.607736587524414,100,60.8713092688985,-4.076587200164795,-4.518493175506592,100,89.85142598898959,-3.067636489868164,-5.24846076965332,0,45.918412028940686,-3.895241260528565,-3.7316136360168457,100,75.91692207021359,-3.7159264087677,-4.864056587219238,100,65.49930075959135,-3.1848011016845703,-3.8258609771728516,100,56.63298433573607,-3.407106399536133,-3.6739988327026367,100,76.96139931605745,-3.1818113327026367,-4.387944221496582,0,49.66093821514397,-5.095450401306152,-5.081887722015381
63,63,63,63,Franck_7_PPP,PPP,The friends of the editors of the magazines,are,is,100,97.3164661108669,-2.2898550033569336,-5.880688667297363,100,95.11833319809612,-2.858538627624512,-5.828173637390137,100,97.97811107820633,-1.6443544626235962,-5.525066375732422,100,98.1190130815805,-2.3299448490142822,-6.284329414367676,100,94.94906663962504,-2.440533399581909,-5.374300956726074,100,98.41489437379936,-1.989878535270691,-6.118419647216797,100,94.5559852066195,-1.842226505279541,-4.696901798248291,100,97.83045116583246,-1.541890263557434,-5.350606918334961,100,97.56991293938103,-1.877167820930481,-5.569809913635254,100,96.39937452359524,-3.592473030090332,-6.8798651695251465
64,64,64,64,Franck_8_SSS,SSS,The gift for the daughter of the tourist,is,are,100,93.33986853686348,-6.155961036682129,-8.796069145202637,100,85.72653728804157,-7.42931604385376,-9.222076416015623,100,94.11139263437444,-6.275890350341797,-9.04734992980957,100,76.90509350059584,-6.492918014526367,-7.695878028869629,100,90.93260217903776,-8.849916458129883,-11.155349731445312,100,79.2919512676847,-6.812187194824219,-8.154801368713379,100,93.78370262510946,-4.956424236297607,-7.670240879058838,0,46.92045925127319,-8.619741439819336,-8.496403694152832,0,43.78942720025363,-6.284940719604492,-6.035228252410889,100,86.3605860199092,-5.904146194458008,-7.749713897705078
65,65,65,65,Franck_8_SSP,SSP,The gift for the daughter of the tourists,is,are,100,55.484372493255904,-4.619350910186768,-4.839612007141113,0,30.001045453296083,-5.576586723327637,-4.729338645935059,0,42.37227767504978,-4.153736591339111,-3.846227169036865,0,17.572765559845617,-5.969448089599609,-4.423882484436035,0,30.71288471246749,-6.477784633636475,-5.664207935333252,100,60.81139411246659,-3.831472396850586,-4.2708635330200195,100,51.85928405200863,-4.345479965209961,-4.419885635375977,0,46.93381964289973,-5.643886089324951,-5.521084785461426,0,32.97340273244823,-5.2322797775268555,-4.522891521453857,100,75.46714079832773,-4.163951396942139,-5.287635326385498
66,66,66,66,Franck_8_SPS,SPS,The gift for the daughters of the tourist,is,are,100,55.50989289643496,-6.730448722839356,-6.951743125915527,0,39.66176032782005,-9.617605209350586,-9.198026657104492,100,79.45757918350725,-7.661892414093018,-9.014623641967772,100,52.84986035456121,-7.35340404510498,-7.467522144317627,100,61.73671127266498,-9.667160034179688,-10.145547866821287,0,30.301197755263328,-8.49860954284668,-7.665613651275635,100,72.50740227178851,-6.57869291305542,-7.548464775085449,0,28.46958167005078,-8.43073558807373,-7.509449005126953,0,26.061359472371127,-6.507950782775879,-5.4651689529418945,100,55.94498857863548,-8.197168350219727,-8.436098098754883
67,67,67,67,Franck_8_SPP,SPP,The gift for the daughters of the tourists,is,are,0,17.584088779807775,-5.112096786499023,-3.567312717437744,0,17.525689730331806,-6.41441822052002,-4.865599155426025,0,8.243053148197507,-5.023505210876465,-2.6137328147888184,0,9.248442929293573,-6.393882751464844,-4.110212326049805,0,11.675103168097944,-7.157331466674805,-5.133768081665039,0,24.87032536023693,-5.44622802734375,-4.3406877517700195,0,22.086634040723656,-5.012375831604004,-3.751750946044922,0,29.56034516213,-4.762063980102539,-3.8937413692474365,0,17.034020363594436,-5.377696990966797,-3.7944788932800293,0,30.427096592783855,-5.222475051879883,-4.39543342590332
68,68,68,68,Franck_8_PSS,PSS,The gifts for the daughter of the tourist,are,is,0,9.309958714373662,-8.446870803833008,-6.170507907867432,0,27.971357801980773,-8.586523056030273,-7.6406402587890625,0,6.8924436368714606,-9.459123611450195,-6.855793952941895,0,22.5605167047776,-8.015089988708496,-6.781794548034668,0,18.607578041334303,-8.976645469665527,-7.500932216644287,0,18.555031983544488,-7.7697834968566895,-6.290596961975098,0,5.380597919822129,-7.8369598388671875,-4.9698967933654785,100,59.49494911921007,-7.2883076667785645,-7.672772407531738,100,53.37558524911113,-6.077177047729492,-6.212406158447266,0,19.92977251788589,-7.491656303405762,-6.100966930389404
69,69,69,69,Franck_8_PSP,PSP,The gifts for the daughter of the tourists,are,is,0,45.117902843320586,-4.580390930175781,-4.3844828605651855,100,75.2308220750855,-4.958724021911621,-6.069684982299805,100,69.74841722168851,-3.845381736755371,-4.680727958679199,100,78.41828542442607,-4.976920127868652,-6.2671308517456055,100,61.34289106007701,-4.417892456054688,-4.879641056060791,0,39.04188672639684,-3.837313175201416,-3.391761302947998,0,46.28080517271265,-4.252846717834473,-4.103803634643555,0,49.01209814884797,-4.995903015136719,-4.956381797790527,100,62.63319980054436,-4.361226558685303,-4.877739429473877,0,30.228808933844785,-5.372444152832031,-4.536018371582031
70,70,70,70,Franck_8_PPS,PPS,The gifts for the daughters of the tourist,are,is,0,37.53455073627322,-7.208883285522461,-6.699531555175781,100,66.30249185904984,-8.634389877319336,-9.311193466186523,0,19.56566618191101,-9.05568504333496,-7.642020225524902,0,49.635822060535,-7.633877754211426,-7.61931037902832,100,68.85976800044953,-7.6836748123168945,-8.477246284484863,100,73.52240441468003,-7.087399005889893,-8.10869026184082,0,44.10712809844616,-7.041356086730957,-6.804540634155273,100,83.51618686643543,-6.023679733276367,-7.646341323852539,100,74.0095672665123,-5.532792091369629,-6.579257965087891,100,57.9422719739039,-7.800478935241699,-8.120882987976074
71,71,71,71,Franck_8_PPP,PPP,The gifts for the daughters of the tourists,are,is,100,81.78404155781081,-3.4881155490875244,-4.989899635314941,100,84.6688661693608,-5.2324700355529785,-6.941332340240479,100,93.18160118084784,-2.641111135482788,-5.256036758422852,100,89.20342997505884,-4.522428035736084,-6.634119033813477,100,92.07201255421664,-3.2989673614501958,-5.751139163970947,100,72.05531311942583,-3.6965932846069336,-4.643800258636475,100,81.49499055137493,-3.4346165657043457,-4.917116641998291,100,73.18801748316146,-3.1486692428588867,-4.1528520584106445,100,83.44511237857175,-3.5791819095611572,-5.196689605712891,100,80.88257318491922,-3.9734110832214355,-5.415809154510498
72,72,72,72,Franck_9_SSS,SSS,The helicopter for the flight over the hill,is,are,100,83.60218427237133,-4.111103057861328,-5.740024566650391,100,81.96645188626431,-4.320209503173828,-5.834285736083984,100,95.20181488006328,-3.3442862033843994,-6.332047462463379,100,72.64978120871726,-5.703715324401856,-6.680641174316406,100,73.4879331634377,-4.675683498382568,-5.695204734802246,100,85.32117193490053,-5.9177093505859375,-7.677725791931152,100,76.0305137598656,-5.921877861022949,-7.076231002807617,100,93.50380915520363,-5.479207992553711,-8.145994186401367,100,91.50263913792097,-6.103278636932373,-8.479890823364258,100,79.09172778079989,-5.280856132507324,-6.611319541931152
73,73,73,73,Franck_9_SSP,SSP,The helicopter for the flight over the hills,is,are,100,91.87710696476866,-5.481509685516357,-7.907275199890137,100,74.19906264514175,-5.869372844696045,-6.925713539123535,100,88.2119656753613,-4.353195190429688,-6.3658528327941895,100,71.33026182553755,-6.628463268280029,-7.539941787719727,100,51.28070706851183,-6.07619047164917,-6.127429962158203,100,85.39283369174426,-7.471902847290039,-9.237652778625488,100,75.20182649288768,-6.448825836181641,-7.558231353759766,100,94.31913110909953,-5.8995466232299805,-8.709126472473145,100,90.10308803157587,-6.618741989135742,-8.827473640441895,100,83.27527096416294,-6.1953911781311035,-7.800654411315918
74,74,74,74,Franck_9_SPS,SPS,The helicopter for the flights over the hill,is,are,100,59.22503941441979,-4.506050109863281,-4.879326343536377,100,58.19853516188724,-5.807990550994873,-6.138919353485107,100,82.28041897743913,-4.18850564956665,-5.723968505859375,100,56.707709673298446,-6.260836124420166,-6.530771732330322,100,59.00377503525824,-5.245516777038574,-5.609638214111328,100,79.22621551398687,-6.223003387451172,-7.561618804931641,100,71.99463991938129,-6.252594470977783,-7.1967902183532715,100,90.89850062933054,-5.370696067810059,-7.672000408172607,100,82.29700075003689,-6.2959089279174805,-7.832509517669678,100,75.71364041978013,-5.44948148727417,-6.586524963378906
75,75,75,75,Franck_9_SPP,SPP,The helicopter for the flights over the hills,is,are,100,68.71312897855675,-5.397884845733643,-6.184626579284668,0,38.07103799320944,-7.137322902679443,-6.6507887840271,100,69.1250519559875,-4.760085105895996,-5.566057205200195,100,57.996586496909096,-7.252058982849121,-7.574692249298096,0,43.72357010102344,-5.845437526702881,-5.593049049377441,100,75.8651467081901,-7.573074817657471,-8.718375205993652,100,70.67568267493054,-6.573891639709473,-7.45357608795166,100,87.08401005680439,-5.729727745056152,-7.638134956359863,100,81.01773278504785,-6.839131832122803,-8.290294647216797,100,76.95906573099707,-6.321567535400391,-7.527568817138672
76,76,76,76,Franck_9_PSS,PSS,The helicopters for the flight over the hill,are,is,0,17.325323327870983,-5.580240249633789,-4.017496109008789,0,18.593903878542445,-5.933156967163086,-4.456540584564209,0,4.894491477807455,-6.396972179412842,-3.430095672607422,0,32.98989766474702,-6.639880180358887,-5.931238174438477,0,28.003331537421243,-5.688394546508789,-4.74409818649292,0,14.166609474460534,-7.8034515380859375,-6.001931190490723,0,23.33159840127934,-6.945001125335693,-5.755320072174072,0,6.014414446620836,-8.102060317993164,-5.3530778884887695,0,8.846239572124842,-8.711155891418457,-6.378600597381592,0,20.61020942812704,-6.509406566619873,-5.160823345184326
77,77,77,77,Franck_9_PSP,PSP,The helicopters for the flight over the hills,are,is,0,9.222038676910069,-7.7646942138671875,-5.477873802185059,0,26.38755076599708,-7.017475605010986,-5.991553783416748,0,11.901430673176378,-6.46688175201416,-4.465084075927734,0,30.553845696248267,-7.507030487060547,-6.685969352722168,0,48.8637615726384,-6.07648515701294,-6.031027793884277,0,17.34133881463487,-9.008598327636719,-7.446971893310547,0,22.16250611357807,-7.473508834838867,-6.217287540435791,0,5.628381622755705,-8.687681198120117,-5.868262767791748,0,10.34728991128493,-8.988054275512695,-6.828835487365723,0,16.93398705254773,-7.712255477905273,-6.121942520141602
78,78,78,78,Franck_9_PPS,PPS,The helicopters for the flights over the hill,are,is,0,40.98688245266533,-4.764384746551514,-4.399877071380615,0,43.81533246560771,-6.35978889465332,-6.111128807067871,0,16.15602454793392,-5.936648368835449,-4.289983749389648,0,49.65165225032686,-6.333280563354492,-6.3193464279174805,0,42.58437495588222,-5.497125148773193,-5.198296070098877,0,22.300354837226692,-7.479593276977539,-6.231345176696777,0,25.11726071936981,-7.134160995483398,-6.041792869567871,0,9.199174744406987,-7.652309417724609,-5.362754821777344,0,21.00532428421943,-7.798045635223389,-6.473441123962402,0,25.22390369592411,-6.415112495422363,-5.32840633392334
79,79,79,79,Franck_9_PPP,PPP,The helicopters for the flights over the hills,are,is,0,28.698074402763663,-6.221147537231445,-5.311054229736328,100,61.58468962360244,-6.867586612701416,-7.33954381942749,0,27.54219587423636,-5.806975364685059,-4.839690208435059,0,48.62824539882199,-7.320597171783447,-7.265713214874268,100,59.08506763881326,-5.484525680541992,-5.852008819580078,0,28.535775884224197,-8.329874992370605,-7.411836624145508,0,25.951653303762455,-7.309610843658447,-6.261127948760986,0,12.676247479784003,-7.627111911773682,-5.697219371795654,0,21.14580836982314,-8.280019760131836,-6.963860988616943,0,24.33113130369467,-7.460494041442871,-6.325883865356445
