,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,item,condition,sentence,target,alternative,lstmaugment 0 correct (max),lstmaugment 0 correct (sample),lstmaugment 0 target score,lstmaugment 0 alternative score,lstmaugment 1 correct (max),lstmaugment 1 correct (sample),lstmaugment 1 target score,lstmaugment 1 alternative score,lstmaugment 2 correct (max),lstmaugment 2 correct (sample),lstmaugment 2 target score,lstmaugment 2 alternative score,lstmaugment 3 correct (max),lstmaugment 3 correct (sample),lstmaugment 3 target score,lstmaugment 3 alternative score,lstmaugment 4 correct (max),lstmaugment 4 correct (sample),lstmaugment 4 target score,lstmaugment 4 alternative score,lstmlmaug 0 correct (max),lstmlmaug 0 correct (sample),lstmlmaug 0 target score,lstmlmaug 0 alternative score,lstmlmaug 1 correct (max),lstmlmaug 1 correct (sample),lstmlmaug 1 target score,lstmlmaug 1 alternative score,lstmlmaug 2 correct (max),lstmlmaug 2 correct (sample),lstmlmaug 2 target score,lstmlmaug 2 alternative score,lstmlmaug 3 correct (max),lstmlmaug 3 correct (sample),lstmlmaug 3 target score,lstmlmaug 3 alternative score,lstmlmaug 4 correct (max),lstmlmaug 4 correct (sample),lstmlmaug 4 target score,lstmlmaug 4 alternative score,lstmwiki_lm 0 correct (max),lstmwiki_lm 0 correct (sample),lstmwiki_lm 0 target score,lstmwiki_lm 0 alternative score,lstmwiki_lm 1 correct (max),lstmwiki_lm 1 correct (sample),lstmwiki_lm 1 target score,lstmwiki_lm 1 alternative score,lstmwiki_lm 2 correct (max),lstmwiki_lm 2 correct (sample),lstmwiki_lm 2 target score,lstmwiki_lm 2 alternative score,lstmwiki_lm 3 correct (max),lstmwiki_lm 3 correct (sample),lstmwiki_lm 3 target score,lstmwiki_lm 3 alternative score,lstmwiki_lm 4 correct (max),lstmwiki_lm 4 correct (sample),lstmwiki_lm 4 target score,lstmwiki_lm 4 alternative score,gpt2 correct (max),gpt2 correct (sample),gpt2 target score,gpt2 alternative score,lstmaugment_tied 0 correct (max),lstmaugment_tied 0 correct (sample),lstmaugment_tied 0 target score,lstmaugment_tied 0 alternative score,lstmaugment_tied 1 correct (max),lstmaugment_tied 1 correct (sample),lstmaugment_tied 1 target score,lstmaugment_tied 1 alternative score,lstmaugment_tied 2 correct (max),lstmaugment_tied 2 correct (sample),lstmaugment_tied 2 target score,lstmaugment_tied 2 alternative score,lstmaugment_tied 3 correct (max),lstmaugment_tied 3 correct (sample),lstmaugment_tied 3 target score,lstmaugment_tied 3 alternative score
143,143,143,143,143,143,143,143,143,143,143,143,Franck_17_PPP,PPP,The payments for the services to the schools,are,is,100,92.77143521615216,-4.932250022888184,-7.484348297119141,100,70.94341089992044,-5.135303497314453,-6.02794075012207,100,90.4783120576042,-3.4561712741851807,-5.707709312438965,100,57.77005854859373,-5.128411293029785,-5.441752433776856,100,80.37605044090253,-6.087075233459473,-7.497040748596191,100,75.60562112644914,-5.880948066711426,-7.0121259689331055,100,89.25137695992879,-5.921256065368652,-8.037935256958008,100,63.76944915446322,-6.599366188049316,-7.164737701416016,100,54.01019913751084,-6.6997389793396,-6.86049222946167,100,83.97258816914143,-5.586855888366699,-7.243045806884766,100,76.97243932420965,-5.224053859710693,-6.430809497833252,100,78.70540598902842,-4.922441005706787,-6.229699611663818,100,86.11868172609127,-5.797019481658936,-7.622201919555664,100,72.70731165823307,-5.197169303894043,-6.176992416381836,100,83.9884653024219,-6.954705715179443,-8.612075805664062,100,97.63787179981907,-1.8957282304763794,-5.617430686950684,100,84.0524665573439,-2.6605653762817383,-4.322702407836914,100,85.95802586659349,-4.518431663513184,-6.330239772796631,100,72.3956022417525,-4.259766101837158,-5.223936557769775,100,88.5255976230663,-3.412797689437866,-5.455970764160156
144,144,144,144,144,144,144,144,144,144,144,144,Franck_18_SSS,SSS,The photo of the girl with the baby,is,are,100,91.35207703990656,-5.374744415283203,-7.732146263122559,100,91.0624443678383,-4.3181986808776855,-6.639482021331787,100,94.70397439662143,-3.710810899734497,-6.594610214233398,100,96.37206394459513,-5.036126136779785,-8.315678596496582,100,85.68916065466651,-6.57158088684082,-8.361289978027344,100,91.19531404846016,-6.306559085845947,-8.644278526306152,100,94.84709959330452,-5.0853424072265625,-7.998048782348633,100,96.11057566380498,-5.279167175292969,-8.486405372619629,100,90.43764153913747,-5.1839375495910645,-7.430763721466064,100,96.62078161860136,-4.742489814758301,-8.0956392288208,100,87.67538611748708,-4.726461410522461,-6.688504219055176,100,91.62684483195844,-5.049122333526611,-7.441815853118896,100,93.88467561980916,-6.772969722747803,-9.504239082336426,100,92.97767665696946,-4.617090702056885,-7.2003560066223145,100,95.73872456228946,-6.846164226531982,-9.958218574523926,100,99.31620700306622,-2.8425049781799316,-7.820913791656494,100,91.68538869642752,-3.6782498359680176,-6.078598499298096,100,91.83393926700944,-4.975476741790772,-7.395472049713135,100,97.4394545556877,-4.167118072509766,-7.806128978729248,100,96.29309149178157,-3.0093069076538086,-6.266505241394043
145,145,145,145,145,145,145,145,145,145,145,145,Franck_18_SSP,SSP,The photo of the girl with the babies,is,are,0,45.20740587795961,-5.696897506713867,-5.504603385925293,0,11.809446521102172,-7.7945661544799805,-5.783966064453125,100,93.49139575883471,-4.155552864074707,-6.8202972412109375,100,69.39619021804386,-5.116392135620117,-5.9350996017456055,100,57.2684268927839,-7.284848690032959,-7.577660083770752,100,72.97245627157565,-7.408764362335205,-8.401989936828613,0,43.84580804004986,-6.65907096862793,-6.411648750305176,0,48.39173026003226,-6.799259185791016,-6.734906196594238,100,63.35796524547912,-6.32810640335083,-6.875710964202881,0,44.628071658552805,-6.480886459350586,-6.265176773071289,0,47.19594791963748,-5.6818695068359375,-5.569589614868164,100,77.1949788380526,-5.609858512878418,-6.829212188720703,100,64.32774302130386,-7.865290641784668,-8.45490837097168,0,24.31180495223696,-6.86322832107544,-5.72756814956665,100,56.35239857807447,-7.336091995239258,-7.591568470001221,100,98.04956259438787,-2.2784109115600586,-6.195830345153809,100,86.5733717540663,-4.54746675491333,-6.411219120025635,100,69.65762792257581,-5.310828685760498,-6.141875743865967,100,75.15087367700272,-4.959651947021484,-6.066327095031738,100,87.12792579968593,-3.450819969177246,-5.363137245178223
146,146,146,146,146,146,146,146,146,146,146,146,Franck_18_SPS,SPS,The photo of the girls with the baby,is,are,100,82.92080863267242,-5.396818161010742,-6.976843357086182,100,72.75115663009244,-4.219459533691406,-5.201493263244629,100,68.99961965283362,-3.7117974758148193,-4.511898994445801,100,90.33622888149117,-5.159668922424316,-7.394823551177978,100,61.63318634185878,-6.448668479919434,-6.922676086425781,100,78.71245389611587,-6.42576789855957,-7.733447074890137,100,74.85803171853935,-5.157354354858398,-6.248409271240234,100,82.09074506103701,-5.003072738647461,-6.525580406188965,100,79.55310812110703,-5.409132957458496,-6.767726898193359,100,91.09291650724056,-4.927592277526856,-7.252625465393066,100,65.11659905327761,-5.172926425933838,-5.797094821929932,100,78.75727449070878,-5.521263599395752,-6.831619739532471,100,86.15817183944341,-6.460412502288818,-8.288902282714844,100,89.75837438633667,-4.641144752502441,-6.811805725097656,100,87.39464927860662,-6.72304630279541,-8.659358978271484,100,97.23919921519428,-2.736419677734375,-6.298072814941406,100,73.62811811735736,-4.1730804443359375,-5.199809074401856,100,79.88004146978,-4.980679035186768,-6.359492778778076,100,91.45243458274024,-4.213447570800781,-6.583620071411133,100,83.51826112828816,-3.843918800354004,-5.466731071472168
147,147,147,147,147,147,147,147,147,147,147,147,Franck_18_SPP,SPP,The photo of the girls with the babies,is,are,0,41.330878870955424,-5.791529655456543,-5.441226005554199,0,10.240617468979066,-7.092888355255127,-4.922117710113525,100,65.4594854576294,-4.267963409423828,-4.907261848449707,100,68.52036280083894,-5.303064346313477,-6.080854415893555,0,37.41877528586905,-7.206917762756348,-6.692625045776367,100,50.46605906089603,-7.608999729156494,-7.627642631530762,0,17.14290611220008,-6.924755096435547,-5.349222183227539,0,21.02675062798175,-6.539885997772217,-5.216572284698486,0,47.618808958500445,-6.571410179138184,-6.476090431213379,0,28.045179986256034,-6.899329662322998,-5.957108020782471,0,22.1632546698307,-6.534174919128418,-5.277997016906738,100,62.53036016015876,-6.406277179718018,-6.918398380279541,0,45.58776913032464,-7.8522138595581055,-7.675264358520508,0,14.963267675368646,-6.981423377990723,-5.243938446044922,0,39.58309489050655,-7.315568923950195,-6.892702102661133,100,97.7752354913856,-2.2468278408050537,-6.029848098754883,100,68.6882440877827,-4.634212970733643,-5.419797420501709,100,50.502736314925336,-5.248404502868652,-5.268514633178711,100,55.77394479648395,-4.953442573547363,-5.1854352951049805,100,55.59049796150589,-4.461488246917725,-4.686047077178955
148,148,148,148,148,148,148,148,148,148,148,148,Franck_18_PSS,PSS,The photos of the girl with the baby,are,is,100,63.72171057068587,-6.082496643066406,-6.6458024978637695,0,30.83289296724324,-5.972656726837158,-5.164713382720947,100,87.0824760608815,-3.029845714569092,-4.938116550445557,100,52.12453160876481,-5.215089321136475,-5.300121784210205,100,80.6973866576291,-6.002542495727539,-7.433008193969727,100,52.41932146363558,-6.511280059814453,-6.608128547668457,0,46.46598282586784,-5.454610824584961,-5.313014030456543,0,28.84471346279637,-5.787947654724121,-4.885009765625,0,34.88985667935344,-5.5681352615356445,-4.94425106048584,0,46.94563653337974,-4.836271286010742,-4.713944435119629,100,54.55488845788116,-5.227132797241211,-5.409834861755371,0,29.19657119178991,-6.918391704559326,-6.032535552978516,0,44.18018850203888,-7.567636489868164,-7.333784103393555,0,23.81130618476138,-6.411216735839844,-5.248164176940918,0,17.6708642382265,-9.007226943969728,-7.468419075012207,100,96.90143928180707,-2.502633571624756,-5.945390224456787,100,67.8796329402504,-3.496359348297119,-4.24460506439209,100,56.84141761968373,-4.895472526550293,-5.170856475830078,0,43.55732477022084,-5.132018089294434,-4.872870445251465,100,77.0799566368397,-3.3987960815429688,-4.611627578735352
149,149,149,149,149,149,149,149,149,149,149,149,Franck_18_PSP,PSP,The photos of the girl with the babies,are,is,100,91.02380513924513,-4.379705429077148,-6.6962504386901855,100,95.39155424970264,-5.276245594024658,-8.306344985961914,100,95.97828242509271,-3.338731288909912,-6.511144161224365,100,88.60465658721685,-3.6369357109069824,-5.687915325164795,100,89.71532370252456,-6.288466930389404,-8.454453468322754,100,77.92704990075839,-6.664795398712158,-7.926215648651123,100,85.11467622787599,-5.002719402313232,-6.74634313583374,100,81.46618040390644,-5.13105058670044,-6.61164140701294,100,67.13737853476744,-5.506772518157959,-6.221177577972412,100,83.10043414132082,-4.823476791381836,-6.416238784790039,100,89.84353145491365,-4.420666694641113,-6.600625514984131,100,61.78525900839941,-6.5021586418151855,-6.982602119445801,100,79.0987290820457,-7.277922630310059,-8.608809471130371,100,89.48078219179946,-5.406029224395752,-7.546849250793457,100,76.84825880214512,-7.0400919914245605,-8.23985481262207,100,95.9824180096761,-2.129636764526367,-5.303121566772461,100,73.69835080916857,-4.323380470275879,-5.353729248046875,100,74.23721088853364,-4.511682510375977,-5.570016860961914,100,75.69565247710428,-4.566715717315674,-5.702781200408936,100,92.18418231918407,-2.9215688705444336,-5.38920783996582
150,150,150,150,150,150,150,150,150,150,150,150,Franck_18_PPS,PPS,The photos of the girls with the baby,are,is,100,71.13234070798094,-5.682924270629883,-6.584744453430176,100,50.12218927854696,-4.780132293701172,-4.785019874572754,100,82.63922740270606,-3.0632452964782715,-4.62351655960083,100,58.74987383690039,-4.84221076965332,-5.195845603942871,100,80.65383874795235,-5.525164604187012,-6.952836990356445,100,53.11827744413469,-6.2679595947265625,-6.392852783203125,100,67.9342424198861,-4.629057884216309,-5.379809379577637,0,42.90368496680854,-4.986532688140869,-4.700750827789307,0,44.07750673572527,-5.4445414543151855,-5.20652437210083,100,51.31045364162539,-4.70882511138916,-4.761255264282227,100,64.1978872481057,-4.825996398925781,-5.40995979309082,0,30.56102977543433,-6.858689308166504,-6.037966728210449,100,54.642333468880686,-6.538614273071289,-6.724843978881836,0,22.956591002809425,-6.415019035339356,-5.204255104064941,0,28.03388455216372,-8.317150115966797,-7.374368667602539,100,97.03331689405812,-2.4512176513671875,-5.9388275146484375,100,85.30101102469229,-3.080687522888184,-4.839095115661621,100,63.13106659652534,-4.4902544021606445,-5.028098106384277,100,56.107483483570284,-4.52936315536499,-4.774888515472412,100,70.68764404614647,-3.9701344966888414,-4.850396156311035
151,151,151,151,151,151,151,151,151,151,151,151,Franck_18_PPP,PPP,The photos of the girls with the babies,are,is,100,92.99927751855238,-4.538372993469238,-7.124951362609863,100,96.65797283397292,-4.625889778137207,-7.990490913391113,100,93.1873354575966,-3.494133949279785,-6.109962463378906,100,73.64304059922681,-4.0540771484375,-5.081574440002441,100,86.43043024435437,-5.8601603507995605,-7.711670398712158,100,79.02011794482895,-6.485836029052734,-7.81197452545166,100,90.77001440787198,-4.606438636779785,-6.89231014251709,100,89.06564103774933,-4.264665126800537,-6.362128734588623,100,66.03738950772421,-5.569127082824707,-6.234087944030762,100,85.61398662915228,-4.807978630065918,-6.591570854187012,100,89.751867547498,-4.577401161193848,-6.747354507446289,100,61.609459669464464,-6.76493501663208,-7.237939357757568,100,84.49234652499652,-6.636970043182373,-8.332297325134277,100,92.7972746370241,-5.139065742492676,-7.695023536682129,100,84.86481800934354,-6.467600345611572,-8.191637992858887,100,96.66203772405093,-2.102734327316284,-5.468594551086426,100,84.53426727088446,-3.875744342803955,-5.57427453994751,100,79.21450398116863,-3.964658737182617,-5.302562713623047,100,79.74414521739207,-4.066120624542236,-5.436500072479248,100,94.66961354821028,-3.20308256149292,-6.080051898956299
152,152,152,152,152,152,152,152,152,152,152,152,Franck_19_SSS,SSS,The post in the support for the platform,is,are,100,87.6904030455427,-5.364533424377441,-7.327966690063477,100,91.05633400884112,-4.779444694519043,-7.099977493286133,100,89.32572225161553,-4.065349578857422,-6.189802169799805,100,92.96843681089383,-4.546972751617432,-7.128823757171631,100,94.80967464504226,-5.945581436157227,-8.850656509399414,100,94.43078560189537,-6.909289360046387,-9.73990249633789,100,89.20375143718124,-7.412952899932861,-9.524677276611328,100,93.5406867926175,-4.9242329597473145,-7.597106456756592,100,90.35898340169028,-6.247381687164307,-8.485145568847656,100,90.5026424744494,-6.202803134918213,-8.457168579101562,100,87.16521274612123,-6.128262042999268,-8.04390811920166,100,89.88799150725872,-6.226129055023193,-8.410969734191895,100,86.57209688188792,-6.934098243713379,-8.797740936279297,100,86.95145342744934,-5.606013298034668,-7.502686500549316,100,91.64648004591209,-6.30608606338501,-8.70134162902832,100,99.17040169030687,-2.3072080612182617,-7.0908613204956055,100,93.6407043418677,-5.640989303588867,-8.330536842346191,100,88.7820832751431,-6.306861400604248,-8.375534057617188,100,92.52271201306093,-4.520902633666992,-7.036486625671387,100,92.4245315234472,-5.1541852951049805,-7.655662536621094
153,153,153,153,153,153,153,153,153,153,153,153,Franck_19_SSP,SSP,The post in the support for the platforms,is,are,0,28.00980203847267,-7.10833740234375,-6.164361953735352,0,17.372583492980326,-6.259624004364014,-4.700175762176514,0,46.046794668236096,-4.019317626953125,-3.860858678817749,100,80.9558140897626,-4.605190277099609,-6.052331924438477,0,44.4637771449158,-5.606574058532715,-5.384213447570801,0,41.70175809631928,-6.988175392150879,-6.653146743774414,0,32.422307066746136,-8.456537246704102,-7.722105979919434,0,46.72472472584401,-5.696013450622559,-5.564814567565918,100,61.735494744250765,-7.149198532104492,-7.627534866333008,0,30.932395146610443,-7.236174583435059,-6.432892799377441,0,37.208955748794,-6.854448318481445,-6.331185340881348,0,27.93025823158957,-7.634001731872559,-6.686078071594238,0,25.48331756755123,-8.11059856414795,-7.037599563598633,0,32.43375870995746,-6.635717391967773,-5.901808738708496,0,39.777265723220125,-7.544619560241699,-7.1298651695251465,100,95.31893304319138,-2.309004783630371,-5.322707176208496,100,66.46867776596098,-6.246410846710205,-6.930661678314209,0,31.223625648490778,-6.763593673706055,-5.973908424377441,0,43.11673274243319,-5.366003513336182,-5.088913440704346,0,15.000365224920378,-6.384216785430908,-4.649644374847412
154,154,154,154,154,154,154,154,154,154,154,154,Franck_19_SPS,SPS,The post in the supports for the platform,is,are,100,87.65013710067355,-5.769715309143066,-7.729423522949219,100,90.11495372201333,-4.980704784393311,-7.190767765045166,100,86.07107856856555,-4.2550950050354,-6.076301097869873,100,92.40995561116956,-4.378444671630859,-6.877841949462891,100,89.46645586670371,-6.259543895721436,-8.398842811584473,100,84.32529849020659,-6.934282779693604,-8.61691665649414,100,84.72045398391035,-6.886852264404297,-8.59969425201416,100,91.04968364902255,-4.651418685913086,-6.971135139465332,100,89.85243905275115,-5.173981189727783,-7.354916572570801,100,89.51530557753574,-5.765866756439209,-7.910359859466553,100,89.25040714036302,-6.067783355712891,-8.184361457824707,100,87.14978251097733,-6.165975570678711,-8.080243110656738,100,86.69041565761981,-6.493009090423584,-8.366868019104004,100,79.81845502072417,-6.011143684387207,-7.386129856109619,100,89.22967029207948,-6.2378458976745605,-8.352264404296875,100,62.98475376448921,-2.6172525882720947,-3.148815393447876,100,88.23105686887513,-5.073901653289795,-7.0883965492248535,100,81.34201195521847,-5.388572216033936,-6.860960483551025,100,88.02573268967984,-3.98786211013794,-5.982731342315674,100,78.9984970535835,-4.794978141784668,-6.119812965393066
155,155,155,155,155,155,155,155,155,155,155,155,Franck_19_SPP,SPP,The post in the supports for the platforms,is,are,0,20.91436033784289,-7.543997287750244,-6.213901996612549,0,43.60762306488422,-5.974229335784912,-5.717127323150635,0,40.74720054447807,-4.088512897491455,-3.714087009429932,100,79.29068284729063,-4.232150554656982,-5.574687480926514,0,40.469169440144185,-6.000256061553955,-5.614302158355713,0,39.353181632460256,-6.903703689575195,-6.471213340759277,0,22.77402710582676,-7.868057727813721,-6.646942615509033,0,41.25724475640118,-5.256937503814697,-4.9035964012146,100,59.11190061221159,-6.133277416229248,-6.501870632171631,0,26.847535517417803,-7.052711486816406,-6.050339698791504,0,30.725204702225977,-7.082720279693604,-6.26972246170044,0,30.611425822659648,-7.529722690582275,-6.711373805999756,0,35.781598756151936,-7.438610553741455,-6.85375452041626,0,27.568524888100903,-7.016251087188721,-6.050284862518311,0,22.3021891213572,-7.819112777709961,-6.57097053527832,100,72.44546969568417,-2.5110254287719727,-3.4776926040649414,0,49.31873723131829,-5.570694923400879,-5.543442726135254,0,17.733802674306286,-6.19084358215332,-4.656355857849121,0,49.159987338837766,-4.286653518676758,-4.253049850463867,0,12.103969444812448,-6.116091728210449,-4.13347053527832
156,156,156,156,156,156,156,156,156,156,156,156,Franck_19_PSS,PSS,The posts in the support for the platform,are,is,0,26.28641963784891,-6.267851829528809,-5.236717224121094,0,24.38832872699061,-6.994197845458984,-5.862691879272461,100,75.97328726775586,-4.114019393920898,-5.26523494720459,0,39.45763400855375,-5.909540176391602,-5.481424331665039,100,61.308499531054274,-5.318048000335693,-5.778346538543701,0,41.91900018213483,-7.562047958374023,-7.23594856262207,0,47.24863029727314,-7.651318550109863,-7.541152477264404,0,41.989695609202414,-5.6878814697265625,-5.36468505859375,0,38.25722883268695,-7.193716526031494,-6.715072154998779,0,39.951166141226174,-7.12961483001709,-6.722114562988281,0,47.20224618565657,-6.273403644561768,-6.161376476287842,0,19.239298378438026,-7.42589807510376,-5.991362571716309,100,63.8134169082257,-7.30394172668457,-7.871216773986816,100,75.01268507420117,-4.786590576171875,-5.8858795166015625,0,38.80181924436717,-7.545146942138672,-7.089496612548828,100,96.76446891181023,-1.8314101696014404,-5.229496955871582,100,60.3589150801169,-4.614613056182861,-5.035055637359619,100,72.74058717648664,-4.922914505004883,-5.904415130615234,0,43.78697418096028,-4.8973002433776855,-4.647488117218018,100,65.54221742743294,-4.499749183654785,-5.142708778381348
157,157,157,157,157,157,157,157,157,157,157,157,Franck_19_PSP,PSP,The posts in the support for the platforms,are,is,100,82.46846483541064,-5.619951725006104,-7.168366432189941,100,85.33755147358482,-5.283740043640137,-7.045064926147461,100,91.39937150179348,-3.000896453857422,-5.364299774169922,100,54.10801702824261,-5.510531902313232,-5.6752238273620605,100,90.10287329548346,-3.843239068984986,-6.051946640014648,100,82.77944407961775,-5.628442287445068,-7.1985182762146,100,90.22597093445648,-6.52187442779541,-8.744462966918945,100,80.75012677018036,-5.041342735290527,-6.475197792053223,100,75.22568595074979,-6.609645843505859,-7.720331192016602,100,83.5883866902673,-6.200562000274658,-7.828477382659912,100,84.40987715306451,-5.296703338623047,-6.985750198364258,100,78.55890236871018,-5.967873573303223,-7.266412734985352,100,87.10937891235419,-7.038498878479004,-8.949163436889648,100,95.75676996154375,-4.00611686706543,-7.122603416442871,100,87.95869426257303,-6.416953086853027,-8.405477523803711,100,92.14830321295165,-1.8351590633392334,-4.297828674316406,100,86.40456113680027,-3.6948800086975098,-5.544186115264893,100,88.88733942437874,-3.928102970123291,-6.007387638092041,100,80.78585744372106,-3.99975061416626,-5.435905933380127,100,96.70818980644158,-2.902729034423828,-6.282989501953125
158,158,158,158,158,158,158,158,158,158,158,158,Franck_19_PPS,PPS,The posts in the supports for the platform,are,is,0,26.771803724433564,-6.679324626922607,-5.673093318939209,0,25.1391324619636,-6.6559247970581055,-5.564719200134277,100,85.68183817887235,-3.751890182495117,-5.54100227355957,0,43.467149400220265,-5.341582298278809,-5.078765869140625,100,53.74065163450295,-5.575531959533691,-5.725438117980957,100,61.333041829350506,-7.029699802398682,-7.49103307723999,100,52.270875651031226,-7.333497047424316,-7.424394607543945,0,47.616025795181535,-5.038437843322754,-4.94300651550293,0,47.70552252109779,-5.809631824493408,-5.717788219451904,0,35.9838084846064,-6.786713123321533,-6.210646152496338,0,47.169757599497245,-6.744470596313477,-6.631139755249023,0,25.07470185594588,-7.133608341217041,-6.038976192474365,100,63.1800539863281,-6.689474582672119,-7.229423522949219,100,65.41421152827446,-4.835551261901856,-5.472847938537598,0,34.09630156546218,-7.335043907165527,-6.676038265228272,100,96.94252192925293,-1.690780520439148,-5.147308349609375,100,62.772704700585535,-4.207191467285156,-4.729669570922852,100,72.49748707972952,-4.091511249542236,-5.06078577041626,100,57.98291383569544,-4.057696342468262,-4.379768371582031,100,68.0378185211815,-4.169852256774902,-4.925362586975098
159,159,159,159,159,159,159,159,159,159,159,159,Franck_19_PPP,PPP,The posts in the supports for the platforms,are,is,100,88.21947553340398,-5.596531391143799,-7.609911441802978,100,72.35991031824052,-5.637099266052246,-6.599484443664551,100,93.19335110780597,-2.672038555145264,-5.288815021514893,100,51.19672803546022,-4.949649810791016,-4.997528076171875,100,88.67373284193101,-3.6877634525299072,-5.745602607727051,100,84.15235658710259,-5.779987335205078,-7.44959545135498,100,94.69163094881844,-6.048275947570801,-8.929616928100586,100,83.77139824924559,-4.330970287322998,-5.972286701202393,100,80.75848623437683,-5.29276704788208,-6.7271599769592285,100,85.62453120556219,-5.915518760681152,-7.699967384338379,100,86.29766948326505,-5.720264434814453,-7.5605010986328125,100,76.53216354640574,-5.950211048126221,-7.132291316986084,100,81.2687440471833,-6.717265605926514,-8.184833526611328,100,93.25928292900733,-4.073317050933838,-6.700534343719482,100,90.52660849027168,-5.993460178375244,-8.250617027282715,100,96.77572360460681,-1.6668329238891602,-5.068520545959473,100,85.94367121685268,-3.529550075531006,-5.340169429779053,100,91.87832038978355,-3.0872273445129395,-5.513155460357666,100,79.76860819233707,-3.237504243850708,-4.60939884185791,100,95.79003513834316,-2.7304749488830566,-5.855179309844971
160,160,160,160,160,160,160,160,160,160,160,160,Franck_20_SSS,SSS,The prescription by the doctor from the clinic,is,are,100,63.35663682531182,-6.859086990356445,-7.406634330749512,100,92.78158450548972,-6.506061553955078,-9.059674263000488,100,70.07554402869309,-3.615379810333252,-4.466277599334717,100,96.15004610177375,-5.812580108642578,-9.030428886413574,100,93.73308944394503,-5.77672290802002,-8.481890678405762,100,82.10800512968824,-6.429592132568359,-7.953274250030518,100,77.20533586914671,-6.417454242706299,-7.637396335601807,100,87.94707864960179,-6.551039218902588,-8.538467407226562,100,93.91443211509068,-6.142899990081787,-8.879364013671875,100,87.53631982944694,-5.321259021759033,-7.270493984222412,100,74.01837156914866,-6.3223795890808105,-7.369303226470947,100,87.45755087217275,-5.897562026977539,-7.839596748352051,100,90.75179319454224,-7.1097331047058105,-9.393431663513184,100,85.22761398249413,-6.91461706161499,-8.667182922363281,100,84.95392435452172,-5.94776725769043,-7.678759098052978,100,97.94173717032392,-2.009165048599243,-5.871675491333008,100,88.79538799114354,-5.775970935821533,-7.845980167388916,100,90.71728584994445,-5.103072643280029,-7.38266658782959,100,87.57621945557838,-4.893636703491211,-6.84653377532959,100,86.04390208803937,-4.186856269836426,-6.005797386169434
161,161,161,161,161,161,161,161,161,161,161,161,Franck_20_SSP,SSP,The prescription by the doctor from the clinics,is,are,0,15.355908920838266,-7.331655025482178,-5.62470006942749,0,36.53637990940846,-7.546151161193848,-6.993992805480957,0,39.22431032447369,-4.161988258361816,-3.724095106124878,100,59.64423282318965,-7.18910551071167,-7.579768657684326,0,39.49502531734248,-6.971144676208496,-6.544593811035156,100,61.225171298145234,-7.061901092529297,-7.518688201904297,0,17.327413423110986,-7.936034679412842,-6.373436450958252,0,30.968551253782472,-7.687285423278809,-6.885695457458496,100,63.494970812274346,-6.915623664855957,-7.469134330749512,0,36.79169769461957,-6.160971641540527,-5.619808197021484,0,42.78469882744381,-6.993601322174072,-6.70296049118042,100,69.77857237313286,-6.503674507141113,-7.340450286865234,0,46.772349239077485,-8.03404712677002,-7.90476131439209,0,28.48615069746127,-8.120209693908691,-7.199736595153809,0,30.1809391421267,-7.763727188110352,-6.925030708312988,100,91.55408607517012,-2.113745927810669,-4.496993064880371,100,72.7812059953917,-5.557184219360352,-6.54073429107666,0,28.61920376414726,-6.232617378234863,-5.318666458129883,100,51.4872453986976,-5.580839157104492,-5.640346527099609,0,34.404430639605415,-5.7051520347595215,-5.059829235076904
162,162,162,162,162,162,162,162,162,162,162,162,Franck_20_SPS,SPS,The prescription by the doctors from the clinic,is,are,100,55.16736253753799,-6.85581636428833,-7.063251495361328,100,91.953982205404,-5.897879123687744,-8.333990097045898,100,55.117033948186375,-4.952117919921875,-5.15751838684082,100,88.3678924042228,-4.777193546295166,-6.804933071136475,100,93.703732392988,-5.361345291137695,-8.06152629852295,100,63.601318598356215,-6.554764747619629,-7.112866401672363,100,65.5369619270167,-6.394302368164063,-7.037029266357422,100,81.9821643625163,-5.979989528656006,-7.495129108428955,100,91.70429327222426,-5.544759750366211,-7.9475908279418945,100,77.0139118418696,-5.58120584487915,-6.790302753448486,0,32.11509622669271,-7.544134140014648,-6.795646667480469,100,78.74344606432705,-6.095051288604736,-7.404581069946289,100,71.69265377430487,-7.03078556060791,-7.960052490234375,100,72.24826591139413,-7.262685775756836,-8.21949577331543,100,63.01574250410016,-6.284054756164551,-6.816946983337402,100,94.21721807728748,-2.1894750595092773,-4.980193138122559,100,58.53085737454657,-6.734836101531982,-7.079440593719482,100,83.15162737538893,-5.54880952835083,-7.14522123336792,100,74.58968582435321,-5.335542678833008,-6.412389755249023,100,50.95339185268568,-5.036494255065918,-5.074634552001953
